bronze_row_id,order_number,order_date,expected_receiving_date,shipping_date,order_status,customer_id,customer_company,customer_contact,employee_id,employee_name,office_id,office_city,product_number,product_name,product_category,source_product_category_code,unit_price,quantity,source_file,ingested_at_utc
666,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,334,Suominen Souveniers,Kalle Suominen,1102,Gerard Bondur,5,Tokyo,S18_3136,18th Century Vintage Horse Carriage,Vintage Cars,31,86.92,1,orderdetails.csv,2026-09-22T00:00:00Z
667,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,334,Suominen Souveniers,Kalle Suominen,1102,Gerard Bondur,5,Tokyo,S18_3320,1917 Maxwell Touring Car,Vintage Cars,29,90.28,4,orderdetails.csv,2026-09-22T00:00:00Z
668,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,334,Suominen Souveniers,Kalle Suominen,1102,Gerard Bondur,5,Tokyo,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,Vintage Cars,21,77.31,14,orderdetails.csv,2026-09-22T00:00:00Z
669,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,334,Suominen Souveniers,Kalle Suominen,1102,Gerard Bondur,5,Tokyo,S18_4933,1957 Ford Thunderbird,Classic Cars,39,58.44,15,orderdetails.csv,2026-09-22T00:00:00Z
670,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,334,Suominen Souveniers,Kalle Suominen,1102,Gerard Bondur,5,Tokyo,S24_1937,1939 Chevrolet Deluxe Coupe,Vintage Cars,31,29.87,9,orderdetails.csv,2026-09-22T00:00:00Z
671,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,334,Suominen Souveniers,Kalle Suominen,1102,Gerard Bondur,5,Tokyo,S24_2022,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,27,39.42,8,orderdetails.csv,2026-09-22T00:00:00Z
672,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,334,Suominen Souveniers,Kalle Suominen,1102,Gerard Bondur,5,Tokyo,S24_2887,1952 Citroen-15CV,Classic Cars,23,98.65,16,orderdetails.csv,2026-09-22T00:00:00Z
673,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,334,Suominen Souveniers,Kalle Suominen,1102,Gerard Bondur,5,Tokyo,S24_3969,1936 Mercedes Benz 500k Roadster,Vintage Cars,35,35.7,11,orderdetails.csv,2026-09-22T00:00:00Z
674,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,334,Suominen Souveniers,Kalle Suominen,1102,Gerard Bondur,5,Tokyo,S24_4258,1936 Chrysler Airflow,Vintage Cars,22,93.49,3,orderdetails.csv,2026-09-22T00:00:00Z
675,10174,2003-11-06,2003-11-15,2003-11-10,Shipped,335,Cramer Spezialit�ten,Philip  Cramer,1143,Anthony Bow,6,Sydney,S10_1949,1952 Alpine Renault 1300,Classic Cars,34,207.87,4,orderdetails.csv,2026-09-22T00:00:00Z
676,10174,2003-11-06,2003-11-15,2003-11-10,Shipped,335,Cramer Spezialit�ten,Philip  Cramer,1143,Anthony Bow,6,Sydney,S12_1666,1958 Setra Bus,Trucks and Buses,43,113.44,1,orderdetails.csv,2026-09-22T00:00:00Z
677,10174,2003-11-06,2003-11-15,2003-11-10,Shipped,335,Cramer Spezialit�ten,Philip  Cramer,1143,Anthony Bow,6,Sydney,S18_1097,1940 Ford Pickup Truck,Trucks and Buses,48,108.5,3,orderdetails.csv,2026-09-22T00:00:00Z
678,10174,2003-11-06,2003-11-15,2003-11-10,Shipped,335,Cramer Spezialit�ten,Philip  Cramer,1143,Anthony Bow,6,Sydney,S18_2949,1913 Ford Model T Speedster,Vintage Cars,46,100.3,5,orderdetails.csv,2026-09-22T00:00:00Z
679,10174,2003-11-06,2003-11-15,2003-11-10,Shipped,335,Cramer Spezialit�ten,Philip  Cramer,1143,Anthony Bow,6,Sydney,S18_4668,1939 Cadillac Limousine,Vintage Cars,49,44.27,2,orderdetails.csv,2026-09-22T00:00:00Z
680,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,339,Classic Gift Ideas,Francisca Cervantes,1165,Leslie Jennings,7,London,S10_4962,1962 LanciaA Delta 16V,Classic Cars,33,119.67,9,orderdetails.csv,2026-09-22T00:00:00Z
681,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,339,Classic Gift Ideas,Francisca Cervantes,1165,Leslie Jennings,7,London,S12_4473,1957 Chevy Pickup,Trucks and Buses,26,109.02,1,orderdetails.csv,2026-09-22T00:00:00Z
682,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,339,Classic Gift Ideas,Francisca Cervantes,1165,Leslie Jennings,7,London,S18_2319,1964 Mercedes Tour Bus,Trucks and Buses,48,101.87,4,orderdetails.csv,2026-09-22T00:00:00Z
683,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,339,Classic Gift Ideas,Francisca Cervantes,1165,Leslie Jennings,7,London,S18_2432,1926 Ford Fire Engine,Trucks and Buses,41,59.55,7,orderdetails.csv,2026-09-22T00:00:00Z
684,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,339,Classic Gift Ideas,Francisca Cervantes,1165,Leslie Jennings,7,London,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,29,150.71,5,orderdetails.csv,2026-09-22T00:00:00Z
685,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,339,Classic Gift Ideas,Francisca Cervantes,1165,Leslie Jennings,7,London,S18_4600,1940s Ford truck,Trucks and Buses,47,102.92,10,orderdetails.csv,2026-09-22T00:00:00Z
686,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,339,Classic Gift Ideas,Francisca Cervantes,1165,Leslie Jennings,7,London,S24_2300,1962 Volkswagen Microbus,Trucks and Buses,28,121.4,6,orderdetails.csv,2026-09-22T00:00:00Z
687,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,339,Classic Gift Ideas,Francisca Cervantes,1165,Leslie Jennings,7,London,S24_2840,1958 Chevy Corvette Limited Edition,Classic Cars,37,32.18,2,orderdetails.csv,2026-09-22T00:00:00Z
688,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,339,Classic Gift Ideas,Francisca Cervantes,1165,Leslie Jennings,7,London,S32_1268,1980�s GM Manhattan Express,Trucks and Buses,22,89.57,8,orderdetails.csv,2026-09-22T00:00:00Z
689,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,339,Classic Gift Ideas,Francisca Cervantes,1165,Leslie Jennings,7,London,S32_2509,1954 Greyhound Scenicruiser,Trucks and Buses,50,50.86,3,orderdetails.csv,2026-09-22T00:00:00Z
690,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,339,Classic Gift Ideas,Francisca Cervantes,1165,Leslie Jennings,7,London,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,Trucks and Buses,29,56.24,12,orderdetails.csv,2026-09-22T00:00:00Z
691,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,339,Classic Gift Ideas,Francisca Cervantes,1165,Leslie Jennings,7,London,S700_2824,1982 Camaro Z28,Classic Cars,42,80.92,11,orderdetails.csv,2026-09-22T00:00:00Z
692,10176,2003-11-06,2003-11-15,2003-11-12,Shipped,344,CAF Imports,Jesus Fernandez,1166,Leslie Thompson,1,San Francisco,S12_1108,2001 Ferrari Enzo,Classic Cars,33,166.24,2,orderdetails.csv,2026-09-22T00:00:00Z
693,10176,2003-11-06,2003-11-15,2003-11-12,Shipped,344,CAF Imports,Jesus Fernandez,1166,Leslie Thompson,1,San Francisco,S12_3148,1969 Corvair Monza,Classic Cars,47,145.04,3,orderdetails.csv,2026-09-22T00:00:00Z
694,10176,2003-11-06,2003-11-15,2003-11-12,Shipped,344,CAF Imports,Jesus Fernandez,1166,Leslie Thompson,1,San Francisco,S12_3891,1969 Ford Falcon,Classic Cars,50,160.91,1,orderdetails.csv,2026-09-22T00:00:00Z
695,10176,2003-11-06,2003-11-15,2003-11-12,Shipped,344,CAF Imports,Jesus Fernandez,1166,Leslie Thompson,1,San Francisco,S18_2238,1998 Chrysler Plymouth Prowler,Classic Cars,20,139.17,10,orderdetails.csv,2026-09-22T00:00:00Z
696,10176,2003-11-06,2003-11-15,2003-11-12,Shipped,344,CAF Imports,Jesus Fernandez,1166,Leslie Thompson,1,San Francisco,S18_4027,1970 Triumph Spitfire,Classic Cars,36,140.75,5,orderdetails.csv,2026-09-22T00:00:00Z
697,10176,2003-11-06,2003-11-15,2003-11-12,Shipped,344,CAF Imports,Jesus Fernandez,1166,Leslie Thompson,1,San Francisco,S24_1444,1970 Dodge Coronet,Classic Cars,27,55.49,8,orderdetails.csv,2026-09-22T00:00:00Z
698,10176,2003-11-06,2003-11-15,2003-11-12,Shipped,344,CAF Imports,Jesus Fernandez,1166,Leslie Thompson,1,San Francisco,S24_4048,1992 Porsche Cayenne Turbo Silver,Classic Cars,29,101.72,7,orderdetails.csv,2026-09-22T00:00:00Z
699,10176,2003-11-06,2003-11-15,2003-11-12,Shipped,344,CAF Imports,Jesus Fernandez,1166,Leslie Thompson,1,San Francisco,S32_3207,1950's Chicago Surface Lines Streetcar,Trains,22,62.14,6,orderdetails.csv,2026-09-22T00:00:00Z
700,10176,2003-11-06,2003-11-15,2003-11-12,Shipped,344,CAF Imports,Jesus Fernandez,1166,Leslie Thompson,1,San Francisco,S50_1392,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,23,109.96,9,orderdetails.csv,2026-09-22T00:00:00Z
701,10176,2003-11-06,2003-11-15,2003-11-12,Shipped,344,CAF Imports,Jesus Fernandez,1166,Leslie Thompson,1,San Francisco,S50_1514,1962 City of Detroit Streetcar,Trains,38,52.14,4,orderdetails.csv,2026-09-22T00:00:00Z
702,10177,2003-11-07,2003-11-17,2003-11-12,Shipped,347,Men 'R' US Retailers,Brian Chandler,1188,Julie Firrelli,2,Boston,S18_3140,1903 Ford Model A,Vintage Cars,23,113.37,9,orderdetails.csv,2026-09-22T00:00:00Z
703,10177,2003-11-07,2003-11-17,2003-11-12,Shipped,347,Men 'R' US Retailers,Brian Chandler,1188,Julie Firrelli,2,Boston,S18_3259,Collectable Wooden Train,Trains,29,92.77,11,orderdetails.csv,2026-09-22T00:00:00Z
704,10177,2003-11-07,2003-11-17,2003-11-12,Shipped,347,Men 'R' US Retailers,Brian Chandler,1188,Julie Firrelli,2,Boston,S18_4522,1904 Buick Runabout,Vintage Cars,35,82.5,8,orderdetails.csv,2026-09-22T00:00:00Z
705,10177,2003-11-07,2003-11-17,2003-11-12,Shipped,347,Men 'R' US Retailers,Brian Chandler,1188,Julie Firrelli,2,Boston,S24_2011,18th century schooner,Ships,50,115.52,7,orderdetails.csv,2026-09-22T00:00:00Z
706,10177,2003-11-07,2003-11-17,2003-11-12,Shipped,347,Men 'R' US Retailers,Brian Chandler,1188,Julie Firrelli,2,Boston,S24_3151,1912 Ford Model T Delivery Wagon,Vintage Cars,45,79.66,2,orderdetails.csv,2026-09-22T00:00:00Z
707,10177,2003-11-07,2003-11-17,2003-11-12,Shipped,347,Men 'R' US Retailers,Brian Chandler,1188,Julie Firrelli,2,Boston,S700_1138,The Schooner Bluenose,Ships,24,58.67,3,orderdetails.csv,2026-09-22T00:00:00Z
708,10177,2003-11-07,2003-11-17,2003-11-12,Shipped,347,Men 'R' US Retailers,Brian Chandler,1188,Julie Firrelli,2,Boston,S700_1938,The Mayflower,Ships,31,77.95,10,orderdetails.csv,2026-09-22T00:00:00Z
709,10177,2003-11-07,2003-11-17,2003-11-12,Shipped,347,Men 'R' US Retailers,Brian Chandler,1188,Julie Firrelli,2,Boston,S700_2610,The USS Constitution Ship,Ships,32,64.33,1,orderdetails.csv,2026-09-22T00:00:00Z
710,10177,2003-11-07,2003-11-17,2003-11-12,Shipped,347,Men 'R' US Retailers,Brian Chandler,1188,Julie Firrelli,2,Boston,S700_3505,The Titanic,Ships,44,88.15,4,orderdetails.csv,2026-09-22T00:00:00Z
711,10177,2003-11-07,2003-11-17,2003-11-12,Shipped,347,Men 'R' US Retailers,Brian Chandler,1188,Julie Firrelli,2,Boston,S700_3962,The Queen Mary,Ships,24,83.42,5,orderdetails.csv,2026-09-22T00:00:00Z
712,10177,2003-11-07,2003-11-17,2003-11-12,Shipped,347,Men 'R' US Retailers,Brian Chandler,1188,Julie Firrelli,2,Boston,S72_3212,Pont Yacht,Ships,40,52.96,6,orderdetails.csv,2026-09-22T00:00:00Z
713,10178,2003-11-08,2003-11-16,2003-11-10,Shipped,348,Asian Treasures,Patricia  McKenna,1216,Steve Patterson,3,NYC,S10_4757,1972 Alfa Romeo GTA,Classic Cars,24,131.92,12,orderdetails.csv,2026-09-22T00:00:00Z
714,10178,2003-11-08,2003-11-16,2003-11-10,Shipped,348,Asian Treasures,Patricia  McKenna,1216,Steve Patterson,3,NYC,S18_1662,1980s Black Hawk Helicopter,Planes,42,127.73,4,orderdetails.csv,2026-09-22T00:00:00Z
715,10178,2003-11-08,2003-11-16,2003-11-10,Shipped,348,Asian Treasures,Patricia  McKenna,1216,Steve Patterson,3,NYC,S18_3029,1999 Yamaha Speed Boat,Ships,41,70.54,10,orderdetails.csv,2026-09-22T00:00:00Z
716,10178,2003-11-08,2003-11-16,2003-11-10,Shipped,348,Asian Treasures,Patricia  McKenna,1216,Steve Patterson,3,NYC,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,48,104.81,9,orderdetails.csv,2026-09-22T00:00:00Z
717,10178,2003-11-08,2003-11-16,2003-11-10,Shipped,348,Asian Treasures,Patricia  McKenna,1216,Steve Patterson,3,NYC,S24_2841,1900s Vintage Bi-Plane,Planes,34,67.82,5,orderdetails.csv,2026-09-22T00:00:00Z
718,10178,2003-11-08,2003-11-16,2003-11-10,Shipped,348,Asian Treasures,Patricia  McKenna,1216,Steve Patterson,3,NYC,S24_3420,1937 Horch 930V Limousine,Vintage Cars,27,65.75,6,orderdetails.csv,2026-09-22T00:00:00Z
719,10178,2003-11-08,2003-11-16,2003-11-10,Shipped,348,Asian Treasures,Patricia  McKenna,1216,Steve Patterson,3,NYC,S24_3816,1940 Ford Delivery Sedan,Vintage Cars,21,68.77,11,orderdetails.csv,2026-09-22T00:00:00Z
720,10178,2003-11-08,2003-11-16,2003-11-10,Shipped,348,Asian Treasures,Patricia  McKenna,1216,Steve Patterson,3,NYC,S24_3949,Corsair F4U ( Bird Cage),Planes,30,64.15,3,orderdetails.csv,2026-09-22T00:00:00Z
721,10178,2003-11-08,2003-11-16,2003-11-10,Shipped,348,Asian Treasures,Patricia  McKenna,1216,Steve Patterson,3,NYC,S700_2047,HMS Bounty,Ships,34,86.9,8,orderdetails.csv,2026-09-22T00:00:00Z
722,10178,2003-11-08,2003-11-16,2003-11-10,Shipped,348,Asian Treasures,Patricia  McKenna,1216,Steve Patterson,3,NYC,S700_2466,America West Airlines B757-200,Planes,22,91.74,1,orderdetails.csv,2026-09-22T00:00:00Z
723,10178,2003-11-08,2003-11-16,2003-11-10,Shipped,348,Asian Treasures,Patricia  McKenna,1216,Steve Patterson,3,NYC,S700_4002,American Airlines: MD-11S,Planes,45,68.11,2,orderdetails.csv,2026-09-22T00:00:00Z
724,10178,2003-11-08,2003-11-16,2003-11-10,Shipped,348,Asian Treasures,Patricia  McKenna,1216,Steve Patterson,3,NYC,S72_1253,Boeing X-32A JSF,Planes,45,41.71,7,orderdetails.csv,2026-09-22T00:00:00Z
725,10179,2003-11-11,2003-11-17,2003-11-13,Cancelled,350,Marseille Mini Autos,Laurence  Lebihan,1286,Foon Yue Tseng,4,Paris,S18_2581,P-51-D Mustang,Planes,24,82.79,3,orderdetails.csv,2026-09-22T00:00:00Z
726,10179,2003-11-11,2003-11-17,2003-11-13,Cancelled,350,Marseille Mini Autos,Laurence  Lebihan,1286,Foon Yue Tseng,4,Paris,S24_1785,1928 British Royal Navy Airplane,Planes,47,105.04,5,orderdetails.csv,2026-09-22T00:00:00Z
727,10179,2003-11-11,2003-11-17,2003-11-13,Cancelled,350,Marseille Mini Autos,Laurence  Lebihan,1286,Foon Yue Tseng,4,Paris,S24_4278,1900s Vintage Tri-Plane,Planes,27,66.65,4,orderdetails.csv,2026-09-22T00:00:00Z
728,10179,2003-11-11,2003-11-17,2003-11-13,Cancelled,350,Marseille Mini Autos,Laurence  Lebihan,1286,Foon Yue Tseng,4,Paris,S32_1374,1997 BMW F650 ST,Motorcycles,45,86.9,1,orderdetails.csv,2026-09-22T00:00:00Z
729,10179,2003-11-11,2003-11-17,2003-11-13,Cancelled,350,Marseille Mini Autos,Laurence  Lebihan,1286,Foon Yue Tseng,4,Paris,S32_4289,1928 Ford Phaeton Deluxe,Vintage Cars,24,63.97,6,orderdetails.csv,2026-09-22T00:00:00Z
730,10179,2003-11-11,2003-11-17,2003-11-13,Cancelled,350,Marseille Mini Autos,Laurence  Lebihan,1286,Foon Yue Tseng,4,Paris,S50_1341,1930 Buick Marquette Phaeton,Vintage Cars,34,43.2,7,orderdetails.csv,2026-09-22T00:00:00Z
731,10179,2003-11-11,2003-11-17,2003-11-13,Cancelled,350,Marseille Mini Autos,Laurence  Lebihan,1286,Foon Yue Tseng,4,Paris,S700_1691,American Airlines: B767-300,Planes,23,75.81,8,orderdetails.csv,2026-09-22T00:00:00Z
732,10179,2003-11-11,2003-11-17,2003-11-13,Cancelled,350,Marseille Mini Autos,Laurence  Lebihan,1286,Foon Yue Tseng,4,Paris,S700_2834,ATA: B757-300,Planes,25,98.48,2,orderdetails.csv,2026-09-22T00:00:00Z
733,10179,2003-11-11,2003-11-17,2003-11-13,Cancelled,350,Marseille Mini Autos,Laurence  Lebihan,1286,Foon Yue Tseng,4,Paris,S700_3167,F/A 18 Hornet 1/72,Planes,39,80,9,orderdetails.csv,2026-09-22T00:00:00Z
734,10180,2003-11-11,2003-11-19,2003-11-14,Shipped,353,Reims Collectables,Paul  Henriot,1323,George Vanauf,5,Tokyo,S10_1678,1969 Harley Davidson Ultimate Chopper,Motorcycles,29,76.56,9,orderdetails.csv,2026-09-22T00:00:00Z
735,10180,2003-11-11,2003-11-19,2003-11-14,Shipped,353,Reims Collectables,Paul  Henriot,1323,George Vanauf,5,Tokyo,S10_2016,1996 Moto Guzzi 1100i,Motorcycles,42,99.91,12,orderdetails.csv,2026-09-22T00:00:00Z
736,10180,2003-11-11,2003-11-19,2003-11-14,Shipped,353,Reims Collectables,Paul  Henriot,1323,George Vanauf,5,Tokyo,S10_4698,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,41,164.61,11,orderdetails.csv,2026-09-22T00:00:00Z
737,10180,2003-11-11,2003-11-19,2003-11-14,Shipped,353,Reims Collectables,Paul  Henriot,1323,George Vanauf,5,Tokyo,S12_2823,2002 Suzuki XREO,Motorcycles,40,131.04,8,orderdetails.csv,2026-09-22T00:00:00Z
738,10180,2003-11-11,2003-11-19,2003-11-14,Shipped,353,Reims Collectables,Paul  Henriot,1323,George Vanauf,5,Tokyo,S18_2625,1936 Harley Davidson El Knucklehead,Motorcycles,25,48.46,13,orderdetails.csv,2026-09-22T00:00:00Z
739,10180,2003-11-11,2003-11-19,2003-11-14,Shipped,353,Reims Collectables,Paul  Henriot,1323,George Vanauf,5,Tokyo,S18_3782,1957 Vespa GS150,Motorcycles,21,59.06,3,orderdetails.csv,2026-09-22T00:00:00Z
740,10180,2003-11-11,2003-11-19,2003-11-14,Shipped,353,Reims Collectables,Paul  Henriot,1323,George Vanauf,5,Tokyo,S18_4721,1957 Corvette Convertible,Classic Cars,44,147.31,2,orderdetails.csv,2026-09-22T00:00:00Z
741,10180,2003-11-11,2003-11-19,2003-11-14,Shipped,353,Reims Collectables,Paul  Henriot,1323,George Vanauf,5,Tokyo,S24_1578,1997 BMW R 1100 S,Motorcycles,48,98.05,10,orderdetails.csv,2026-09-22T00:00:00Z
742,10180,2003-11-11,2003-11-19,2003-11-14,Shipped,353,Reims Collectables,Paul  Henriot,1323,George Vanauf,5,Tokyo,S24_2000,1960 BSA Gold Star DBD34,Motorcycles,28,61.7,14,orderdetails.csv,2026-09-22T00:00:00Z
743,10180,2003-11-11,2003-11-19,2003-11-14,Shipped,353,Reims Collectables,Paul  Henriot,1323,George Vanauf,5,Tokyo,S24_2360,1982 Ducati 900 Monster,Motorcycles,35,60.95,6,orderdetails.csv,2026-09-22T00:00:00Z
744,10180,2003-11-11,2003-11-19,2003-11-14,Shipped,353,Reims Collectables,Paul  Henriot,1323,George Vanauf,5,Tokyo,S24_4620,1961 Chevrolet Impala,Classic Cars,28,68.71,1,orderdetails.csv,2026-09-22T00:00:00Z
745,10180,2003-11-11,2003-11-19,2003-11-14,Shipped,353,Reims Collectables,Paul  Henriot,1323,George Vanauf,5,Tokyo,S32_2206,1982 Ducati 996 R,Motorcycles,34,33.39,4,orderdetails.csv,2026-09-22T00:00:00Z
746,10180,2003-11-11,2003-11-19,2003-11-14,Shipped,353,Reims Collectables,Paul  Henriot,1323,George Vanauf,5,Tokyo,S32_4485,1974 Ducati 350 Mk3 Desmo,Motorcycles,22,102.05,7,orderdetails.csv,2026-09-22T00:00:00Z
747,10180,2003-11-11,2003-11-19,2003-11-14,Shipped,353,Reims Collectables,Paul  Henriot,1323,George Vanauf,5,Tokyo,S50_4713,2002 Yamaha YZR M1,Motorcycles,21,74.85,5,orderdetails.csv,2026-09-22T00:00:00Z
748,10181,2003-11-12,2003-11-19,2003-11-15,Shipped,356,SAR Distributors Co,Armand Kuger,1337,Loui Bondur,6,Sydney,S12_1099,1968 Ford Mustang,Classic Cars,27,155.66,14,orderdetails.csv,2026-09-22T00:00:00Z
749,10181,2003-11-12,2003-11-19,2003-11-15,Shipped,356,SAR Distributors Co,Armand Kuger,1337,Loui Bondur,6,Sydney,S12_3380,1968 Dodge Charger,Classic Cars,28,113.92,12,orderdetails.csv,2026-09-22T00:00:00Z
750,10181,2003-11-12,2003-11-19,2003-11-15,Shipped,356,SAR Distributors Co,Armand Kuger,1337,Loui Bondur,6,Sydney,S12_3990,1970 Plymouth Hemi Cuda,Classic Cars,20,67.03,15,orderdetails.csv,2026-09-22T00:00:00Z
751,10181,2003-11-12,2003-11-19,2003-11-15,Shipped,356,SAR Distributors Co,Armand Kuger,1337,Loui Bondur,6,Sydney,S12_4675,1969 Dodge Charger,Classic Cars,36,107.1,11,orderdetails.csv,2026-09-22T00:00:00Z
752,10181,2003-11-12,2003-11-19,2003-11-15,Shipped,356,SAR Distributors Co,Armand Kuger,1337,Loui Bondur,6,Sydney,S18_1129,1993 Mazda RX-7,Classic Cars,44,124.56,6,orderdetails.csv,2026-09-22T00:00:00Z
753,10181,2003-11-12,2003-11-19,2003-11-15,Shipped,356,SAR Distributors Co,Armand Kuger,1337,Loui Bondur,6,Sydney,S18_1589,1965 Aston Martin DB5,Classic Cars,42,124.44,2,orderdetails.csv,2026-09-22T00:00:00Z
754,10181,2003-11-12,2003-11-19,2003-11-15,Shipped,356,SAR Distributors Co,Armand Kuger,1337,Loui Bondur,6,Sydney,S18_1889,1948 Porsche 356-A Roadster,Classic Cars,22,74.69,10,orderdetails.csv,2026-09-22T00:00:00Z
755,10181,2003-11-12,2003-11-19,2003-11-15,Shipped,356,SAR Distributors Co,Armand Kuger,1337,Loui Bondur,6,Sydney,S18_1984,1995 Honda Civic,Classic Cars,21,129.45,5,orderdetails.csv,2026-09-22T00:00:00Z
756,10181,2003-11-12,2003-11-19,2003-11-15,Shipped,356,SAR Distributors Co,Armand Kuger,1337,Loui Bondur,6,Sydney,S18_2870,1999 Indy 500 Monte Carlo SS,Classic Cars,27,130.68,3,orderdetails.csv,2026-09-22T00:00:00Z
757,10181,2003-11-12,2003-11-19,2003-11-15,Shipped,356,SAR Distributors Co,Armand Kuger,1337,Loui Bondur,6,Sydney,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,45,147.33,7,orderdetails.csv,2026-09-22T00:00:00Z
758,10181,2003-11-12,2003-11-19,2003-11-15,Shipped,356,SAR Distributors Co,Armand Kuger,1337,Loui Bondur,6,Sydney,S18_3278,1969 Dodge Super Bee,Classic Cars,30,73.17,17,orderdetails.csv,2026-09-22T00:00:00Z
759,10181,2003-11-12,2003-11-19,2003-11-15,Shipped,356,SAR Distributors Co,Armand Kuger,1337,Loui Bondur,6,Sydney,S18_3482,1976 Ford Gran Torino,Classic Cars,22,120.53,16,orderdetails.csv,2026-09-22T00:00:00Z
760,10181,2003-11-12,2003-11-19,2003-11-15,Shipped,356,SAR Distributors Co,Armand Kuger,1337,Loui Bondur,6,Sydney,S18_3685,1948 Porsche Type 356 Roadster,Classic Cars,39,137.04,4,orderdetails.csv,2026-09-22T00:00:00Z
761,10181,2003-11-12,2003-11-19,2003-11-15,Shipped,356,SAR Distributors Co,Armand Kuger,1337,Loui Bondur,6,Sydney,S24_1628,1966 Shelby Cobra 427 S/C,Classic Cars,34,45.28,1,orderdetails.csv,2026-09-22T00:00:00Z
762,10181,2003-11-12,2003-11-19,2003-11-15,Shipped,356,SAR Distributors Co,Armand Kuger,1337,Loui Bondur,6,Sydney,S24_2972,1982 Lamborghini Diablo,Classic Cars,37,32.85,8,orderdetails.csv,2026-09-22T00:00:00Z
763,10181,2003-11-12,2003-11-19,2003-11-15,Shipped,356,SAR Distributors Co,Armand Kuger,1337,Loui Bondur,6,Sydney,S24_3371,1971 Alpine Renault 1600s,Classic Cars,23,54.49,13,orderdetails.csv,2026-09-22T00:00:00Z
764,10181,2003-11-12,2003-11-19,2003-11-15,Shipped,356,SAR Distributors Co,Armand Kuger,1337,Loui Bondur,6,Sydney,S24_3856,1956 Porsche 356A Coupe,Classic Cars,25,122.17,9,orderdetails.csv,2026-09-22T00:00:00Z
765,10182,2003-11-12,2003-11-21,2003-11-18,Shipped,357,GiftsForHim.com,Wales MacKinlay,1370,Gerard Hernandez,7,London,S18_1342,1937 Lincoln Berline,Vintage Cars,25,83.22,3,orderdetails.csv,2026-09-22T00:00:00Z
766,10182,2003-11-12,2003-11-21,2003-11-18,Shipped,357,GiftsForHim.com,Wales MacKinlay,1370,Gerard Hernandez,7,London,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,32,44.21,2,orderdetails.csv,2026-09-22T00:00:00Z
767,10182,2003-11-12,2003-11-21,2003-11-18,Shipped,357,GiftsForHim.com,Wales MacKinlay,1370,Gerard Hernandez,7,London,S18_1749,1917 Grand Touring Sedan,Vintage Cars,44,159.8,10,orderdetails.csv,2026-09-22T00:00:00Z
768,10182,2003-11-12,2003-11-21,2003-11-18,Shipped,357,GiftsForHim.com,Wales MacKinlay,1370,Gerard Hernandez,7,London,S18_2248,1911 Ford Town Car,Vintage Cars,38,54.49,9,orderdetails.csv,2026-09-22T00:00:00Z
769,10182,2003-11-12,2003-11-21,2003-11-18,Shipped,357,GiftsForHim.com,Wales MacKinlay,1370,Gerard Hernandez,7,London,S18_2325,1932 Model A Ford J-Coupe,Vintage Cars,20,105.52,7,orderdetails.csv,2026-09-22T00:00:00Z
770,10182,2003-11-12,2003-11-21,2003-11-18,Shipped,357,GiftsForHim.com,Wales MacKinlay,1370,Gerard Hernandez,7,London,S18_2795,1928 Mercedes-Benz SSK,Vintage Cars,21,135,4,orderdetails.csv,2026-09-22T00:00:00Z
771,10182,2003-11-12,2003-11-21,2003-11-18,Shipped,357,GiftsForHim.com,Wales MacKinlay,1370,Gerard Hernandez,7,London,S18_3320,1917 Maxwell Touring Car,Vintage Cars,33,86.31,1,orderdetails.csv,2026-09-22T00:00:00Z
772,10182,2003-11-12,2003-11-21,2003-11-18,Shipped,357,GiftsForHim.com,Wales MacKinlay,1370,Gerard Hernandez,7,London,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,Vintage Cars,36,88.35,11,orderdetails.csv,2026-09-22T00:00:00Z
